BUILD_CODE,WORK_TYPE,ID,START,END,COST
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506710,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506711,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506712,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506713,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506714,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506715,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506716,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506717,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506718,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506719,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506720,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506721,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506722,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506723,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506945,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506946,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506947,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506950,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506951,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506952,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506953,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3506954,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507035,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507036,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507037,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507040,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507041,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507042,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507043,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507044,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507056,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507057,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507058,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507061,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507062,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507063,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507064,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507065,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507067,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507068,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507069,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507072,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507073,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507074,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507075,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507076,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507078,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507079,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507080,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507083,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507084,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507085,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507086,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507087,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507089,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507090,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507091,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507094,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507095,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507096,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507097,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507098,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507100,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507101,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507102,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507105,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507106,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507107,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507108,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507109,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507111,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507112,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507113,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507116,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507117,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507118,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507119,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507120,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507122,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507123,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507124,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507127,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507128,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507129,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507130,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507131,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507233,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507234,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507235,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507236,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507237,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507238,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507239,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507240,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507241,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507242,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507308,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507309,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507310,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507313,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507314,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507315,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507316,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507317,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507329,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507330,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507331,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507334,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507335,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507336,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507337,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507338,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507340,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507341,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507342,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507345,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507346,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507347,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507348,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507349,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507351,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507352,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507353,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507356,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507357,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507358,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507359,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507360,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507362,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507363,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507364,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507367,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507368,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507369,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507370,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507371,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507373,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507374,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507376,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507377,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507378,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507379,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507380,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507381,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507382,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507384,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507385,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507386,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507389,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507390,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507391,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507392,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507393,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507395,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507396,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507397,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507400,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507401,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507402,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507403,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507404,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507406,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507407,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507411,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507412,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507413,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507414,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507415,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507642,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507643,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507644,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507645,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507646,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507647,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507648,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507649,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507650,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507651,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507701,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507702,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507703,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507706,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507707,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507708,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507709,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507710,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507722,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507723,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507724,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507727,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507728,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507729,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507730,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507731,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507733,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507734,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507735,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507738,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507739,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507740,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507741,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507742,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507744,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507745,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507746,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507749,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507750,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507751,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507752,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507753,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507755,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507756,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507757,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507760,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507761,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507762,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507763,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507764,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507766,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507767,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507768,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507769,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507770,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507771,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507772,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507773,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507774,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507775,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507777,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507778,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507779,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507782,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507783,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507784,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507785,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507786,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507788,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507789,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507790,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507793,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507794,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507795,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507796,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507797,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507799,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507800,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507801,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507804,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507805,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507806,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507807,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507808,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507810,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507811,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507812,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507815,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507816,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507817,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507818,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507819,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3507896,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3508898,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3508911,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3508912,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3509522,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3509578,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3517491,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3517492,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605760,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605873,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605874,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605875,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605876,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605877,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605878,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605879,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605880,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605881,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605882,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605883,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605884,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3605885,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606105,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606133,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606224,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606225,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606226,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606227,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606228,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606240,05.10.2025,05.11.2025,100
2.4.1,SIP Перекрытия 2-го этажа. Каркас,3606241,05.10.2025,05.11.2025,100
